JOB_TITLE,WAGE_RATE_OF_PAY_FROM,WORKSITE_ADDRESS1,WORKSITE_CITY,WORKSITE_STATE,BEGIN_DATE,CASE_STATUS,SOC_TITLE,VISA_CLASS
"Vice President, Quantitative Research",200000,"383 Madison Avenue","New York","NY","4/13/24","Certified","Financial Quantitative Analysts","H-1B"
"Vice President, Risk Strategy and Execution",155000,"277 Park Ave","New York","NY","1/22/24","Certified","Financial Risk Specialists","E-3 Australian"
"Vice President, Salesforce Engineer",145000,"880 Powder Mill Road","Wilmington","DE","3/1/24","Certified","Software Developers","H-1B"
"Vice President, Scrum Master",127150,"8181 Communications Pkwy","Plano","TX","1/15/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Securities Valuation",166500,"383 Madison Avenue","New York","NY","3/12/24","Certified","Financial Quantitative Analysts","H-1B"
"Vice President, Security Engineering",165000,"8181 Communications Parkway","Plano","TX","4/9/24","Certified","Software Developers","H-1B"
"VICE PRESIDENT, SENIOR AUDITOR",156000,"480 WASHINGTON BOULEVARD","JERSEY CITY","NJ","4/5/21","Certified - Withdrawn","Accountants and Auditors","H-1B"
"Vice President, Senior Lead Architect",225000,"3223 Hanover St.","Palo Alto","CA","12/18/23","Certified","Computer Systems Engineers/Architects","H-1B"
"Vice President, Senior Lead Site Reliability Engin",165000,"10 S Dearborn St","Chicago","IL","4/13/24","Certified","Software Developers","H-1B"
"Vice President, Senior Lead Software Engineer",173000,"545 Washington Blvd","Jersey City","NJ","4/13/24","Certified","Software Developers","H-1B"
"Vice President, Senior Lead Software Engineer",173000,"545 Washington Blvd","Jersey City","NJ","4/13/24","Certified","Software Developers","H-1B"
"Vice President, Senior Lead Software Engineer",170100,"575 Washington Blvd","Jersey City","NJ","4/7/24","Certified","Software Developers","H-1B"
"Vice President, Senior Lead Software Engineer",187800,"575 Washington Blvd","Jersey City","NJ","2/19/24","Certified","Software Developers","H-1B"
"Vice President, Senior Manager of Software Enginee",185000,"545 Washington Blvd.","Jersey City","NJ","5/23/24","Certified","Software Developers","H-1B"
"Vice President, Senior Manager of Software Engineering",172900,"8181 Communications Pkwy","Plano","TX","3/22/24","Certified","Software Developers","H-1B"
"Vice President, Senior Manager of Software Engineering",200400,"5507 Apex Dr","Dublin","CA","2/5/24","Certified","Database Architects","H-1B"
"Vice President, SIRR Lead",145000,"277 Park Avenue","New York","NY","12/8/22","Certified - Withdrawn","Credit Analysts","H-1B"
"Vice President, Site Reliability Engineer",182000,"1201 3rd  Ave","Seattle","WA","4/5/24","Certified","Computer Systems Analysts","H-1B"
"Vice President, Site Reliability Engineer",185000,"383 MADISON AVENUE","NEW YORK","NY","5/2/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineer",145000,"8181 Communications Pkwy","Plano","TX","1/2/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",147500,"8181 Communications Parkway","Plano","TX","6/13/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",130978,"10410 Highland Manor Dr","Tampa","FL","6/5/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",155000,"575 Washington Blvd.","Jersey City","NJ","6/4/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",164500,"1111 Polaris Parkway","Columbus","OH","3/21/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",145200,"880 Powder Mill Road","Wilmington","DE","4/27/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",184000,"8181 Communications Parkway","Plano","TX","1/10/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",155000,"880 Powder Mill Rd","Wilmington","DE","5/4/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",180000,"10420 Highland Manor Dr","Tampa","FL","4/23/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",149000,"880 Powder Mill Road","Wilmington","DE","4/9/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",140046,"880 Powder Mill Rd","Wilmington","DE","3/21/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",185000,"277 Park Ave","New York","NY","4/17/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",175000,"575 Washington Blvd","Jersey City","NJ","3/27/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",175000,"545 Washington Blvd","Jersey City","NJ","11/1/23","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",150000,"880 Powder Mill Road","Wilmington","DE","4/9/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",147000,"301 N Walnut St","Wilmington","DE","4/9/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",140000,"4915 Independence Parkway","Tampa","FL","4/8/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",180000,"8181 Communications Pkwy","Plano","TX","11/6/23","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",180000,"8181 Communications Pkwy","Plano","TX","11/13/23","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",169000,"1301 2nd Avenue","Seattle","WA","3/19/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",150000,"880 Powder Mill Road","Wilmington","DE","10/20/23","Certified","Software Developers","H-1B"
"Vice President, Software Engineer",135000,"880 Powder Mill Rd","Wilmington","DE","10/5/23","Certified - Withdrawn","Computer Systems Analysts","H-1B"
"Vice President, Software Engineer",120000,"8181 COMMUNICATIONS PARKWAY","PLANO","TX","5/28/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineer",180000,"575 Washington Boulevard","Jersey City","NJ","1/11/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",175000,"5 MANHATTAN WEST","NEW YORK","NY","12/7/20","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",170000,"880 POWDER MILL ROAD","WILMINGTON","DE","4/30/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineer",153000,"2777 Lake Vista Drive","Lewisville","TX","7/9/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineer",171500,"455 W 33rd Street ","New York ","NY","12/5/20","Certified - Withdrawn","Software Developers, Systems Software","H-1B"
"Vice President, Software Engineer",165000,"500 STANTON CHRISTIANA ROAD","NEWARK","DE","8/22/22","Certified - Withdrawn","Software Developers","H-1B"
"Vice President, Software Engineer",147000,"500 Stanton Christiana Road","Newark","DE","3/25/22","Certified - Withdrawn","Software Developers, Systems Software","H-1B"
"Vice President, Software Engineer",122000,"10420 Highland Manor Drive","Tampa","FL","3/1/23","Certified - Withdrawn","Computer Systems Engineers/Architects","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",250000,"3223 HANOVER STREET","PALO ALTO","CA","1/16/23","Certified - Withdrawn","Software Developers","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",190000,"575 WASHINGTON BOULEVARD","JERSEY CITY","NJ","10/31/22","Certified - Withdrawn","Software Developers","H-1B"
"Vice President, Software Engineer",160000,"880 POWDER MILL ROAD","WILMINGTON","DE","5/16/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineer",140000,"8181 COMMUNICATIONS PARKWAY","PLANO","TX","5/23/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",150300,"560 MISSION STREET","SAN FRANCISCO","CA","4/1/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",177750,"575 WASHINGTON BOULEVARD","JERSEY CITY","NJ","2/22/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineer",126000,"8181 Communication Pkwy","Plano","TX","7/11/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",180000,"8181 COMMUNICATIONS PARKWAY","PLANO","TX","9/6/21","Certified - Withdrawn","Computer and Information Systems Managers","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",137500,"545 WASHINGTON BOULEVARD","JERSEY CITY","NJ","5/3/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",153000,"575 WASHINGTON BLVD.","JERSEY CITY","NJ","12/23/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",145000,"880 POWDER MILL ROAD","WILMINGTON","DE","3/22/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER",140000,"8181 COMMUNICATIONS PARKWAY","PLANO","TX","2/1/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEER ",155000,"8181 COMMUNICATIONS PARKWAY ","PLANO","TX","6/13/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineering",145000,"8181 Communications Pkwy","Plano","TX","4/17/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",135000,"1111 Polaris Pkwy","Columbus","OH","3/8/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",134100,"8181 Communications Pkwy","Plano","TX","5/2/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",131700,"1111 Polaris Pkwy","Columbus","OH","4/4/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",130499,"1111 Polaris Pkwy","Columbus","OH","4/9/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",157200,"1111 Polaris Pkwy","Columbus","OH","4/11/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",134400,"1111 Polaris Pkwy","Columbus","OH","4/12/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",158300,"8181 Communications Pkwy","Plano","TX","4/22/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",170500,"8181 Communications Pkwy","Plano","TX","4/25/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",200000,"4 Chase Metrotech Ctr","Brooklyn","NY","4/26/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",175000,"700 White Clay Center Dr.","New Castle","DE","4/18/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",169500,"450 W. 33rd Street","New York","NY","4/19/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",163300,"575 Washington Blvd","Jersey City","NJ","3/8/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",199251.18,"100 Plaza One","Jersey City","NJ","3/28/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",141000,"8181 Communications Parkway","Plano","TX","3/15/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",170000,"880 Powder Mill Rd","Wilmington","DE","3/12/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",145000,"8181 Communications Pkwy","Plano","TX","2/22/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",136900,"10410 Highland Manor Dr","Tampa","FL","2/1/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",173000,"575 Washington Blvd","Jersey City","NJ","3/15/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",185800,"8181 Communications Parkway","Plano","TX","4/11/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",161200,"575 Washington Blvd","Jersey City","NJ","4/12/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",170000,"575 Washington Blvd","Jersey City","NJ","4/11/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",154800,"1301 2nd Ave","Seattle","WA","4/3/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",192600,"480 Washington Blvd","Jersey City","NJ","4/5/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",205000,"575 Washington Blvd","Jersey City","NJ","4/10/24","Certified","Computer and Information Systems Managers","H-1B"
"Vice President, Software Engineering",169000,"480 Washington Blvd","Jersey City","NJ","4/11/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",185800,"8181 Communications Parkway","Plano","TX","4/11/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",180000,"575 Washington Blvd","Jersey City","NJ","4/9/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",162000,"545 Washington Blvd","Jersey City","NJ","4/5/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",164000,"8181 Communications Pkwy","Plano","TX","4/5/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",155000,"880 Powder Mill Rd","Wilmington","DE","1/17/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",153000,"8181 Communications Pkwy","Plano","TX","3/12/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",150000,"8181 Communications Parkway","Plano","TX","4/4/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",138200,"880 Powder Mill Road","Wilmington","DE","4/4/24","Certified","Computer Systems Engineers/Architects","H-1B"
"Vice President, Software Engineering",141700,"8181 Communications Pkwy","Plano","TX","2/21/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",162500,"575 Washington Blvd","Jersey City","NJ","3/29/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",128487,"4915 Independence Pkwy","Tampa","FL","3/11/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",180000,"575 Washington Blvd","Jersey City","NJ","3/28/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",153000,"575 Washington Blvd","Jersey City","NJ","3/27/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",204000,"575 Washington Blvd","Jersey City","NJ","3/19/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",155000,"8181 Communications Pkwy","Plano","TX","3/27/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",180000,"575 Washington Blvd","Jersey City","NJ","3/8/24","Certified","Software Developers","H-1B"
"Vice President, Software Engineering",180000,"575 Washington Blvd","Jersey City","NJ","3/27/24","Certified","Software Developers","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEERING",150000,"575 WASHINGTON BLVD.","JERSEY CITY","NJ","3/16/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineering",132000,"8181 Communications Pkwy","Plano","TX","11/13/20","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineering",132000,"201 N. Walnut Street","Wilmington","DE","9/9/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineering",120000,"880 Powder Mill Road","Wilmington","DE","1/3/23","Certified - Withdrawn","Software Developers","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEERING",134000,"8181 COMMUNICATIONS PARKWAY","PLANO","TX","5/28/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineering",167000,"575 Washington Blvd","Jersey City","NJ","3/9/22","Certified - Withdrawn","Software Developers, Systems Software","H-1B"
"Vice President, Software Engineering",147000,"880 Powder Mill Road","Wilmington","DE","8/12/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineering",130000,"8181 Communications Pkwy","Plano","TX","6/10/22","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEERING",118700,"10410 HIGHLAND MANOR DRIVE","TAMPA","FL","8/19/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"VICE PRESIDENT, SOFTWARE ENGINEERING",160000,"575 WASHINGTON BLVD","JERSEY CITY","NJ","7/12/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Software Engineering",162500,"575 Washington Blvd","Jersey City","NJ","3/29/24","Denied","Software Developers","H-1B"
"Vice President, Software Engineering",141000,"8181 Communications Parkway","Plano","TX","3/15/24","Withdrawn","Software Developers","H-1B"
"VICE PRESIDENT, SOLUTION ARCHITECT",185000,"575 WASHINGTON BOULEVARD","JERSEY CITY","NJ","1/6/21","Certified - Withdrawn","Software Developers, Applications","H-1B"
"Vice President, Sr Lead Architect",180000,"575 Washington Blvd","Jersey City","NJ","5/2/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Data Architect",189700,"575 Washington Blvd","Jersey City","NJ","1/15/24","Certified","Database Administrators","H-1B"
"Vice President, Sr Lead Security Engineer",215000,"277 Park Avenue","New York","NY","12/11/23","Certified","Information Security Analysts","H-1B"
"Vice President, Sr Lead Site Reliability Engineer",165000,"10 S. Dearborn St.","Chicago","IL","4/13/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",151000,"8181 Communications Pkwy","Plano","TX","1/22/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",160000,"8181 Communications Pkwy","Plano","TX","5/3/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",189300,"477 Montecito Dr.","Brentwood","CA","5/30/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",167136,"575 Washington Boulevard","Jersey City","NJ","5/11/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",168800,"8181 Communications Pkwy","Plano","TX","5/25/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",144000,"880 Powder Mill Road","Wilmington","DE","5/24/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",187000,"8181 Communications Parkway","Plano","TX","5/24/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",152900,"301 N Walnut St","Wilmington","DE","4/23/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",133000,"1111 Polaris Parkway","Columbus","OH","4/4/24","Certified","Database Administrators","H-1B"
"Vice President, Sr Lead Software Engineer",185500,"545 Washington Blvd","Jersey City","NJ","5/15/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",148700,"700 White Clay Center Dr","Newark","DE","5/11/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",153500,"1111 Polaris Pkwy","Columbus","OH","4/25/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",150000,"880 Powder Mill Road","Wilmington","DE","2/26/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",150000,"8181 Communications Pkwy","Plano","TX","2/10/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",148500,"1111 Polaris Pkwy","Columbus","OH","5/5/24","Certified","Software Quality Assurance Analysts and Testers","H-1B"
"Vice President, Sr Lead Software Engineer",163600,"880 Powder Mill Road","Wilmington","DE","4/13/24","Certified","Software Developers","H-1B"
"Vice President, Sr Lead Software Engineer",155400,"1111 Polaris Pkwy","Columbus","OH","5/9/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",190000,"8181 Communications Pkwy.","Plano","TX","6/13/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",165000,"8181 Communications Parkway","Plano","TX","6/14/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",162600,"8181 Communications Pkwy","Plano","TX","6/5/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",186000,"8181 Communications Pkwy","Plano","TX","6/4/24","Certified","Software Quality Assurance Analysts and Testers","H-1B"
"Vice President, Sr Manager of Software Engineering",160000,"1111 Polaris Parkway","Columbus","OH","3/4/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",160000,"1111 Polaris Parkway","Columbus","OH","3/4/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",180000,"8181 Communications Pkwy","Plano","TX","5/24/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",180000,"450 W 33rd Street","New York","NY","5/24/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",150000,"8181 Communications Pkwy","Plano","TX","4/23/24","Certified","Software Developers","H-1B"
"Vice President, Sr Manager of Software Engineering",195100,"8181 Communications Pkwy","Plano","TX","4/18/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Architect",235000,"1775 Tysons Blvd","McLean","VA","10/30/23","Certified","Computer Network Architects","H-1B"
"Vice President, Sr. Lead Software Engineer",150000,"1111 Polaris Pkwy","Columbus","OH","11/13/23","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",245000,"405 Colorado Street","Austin","TX","1/15/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",165000,"8181 Communications Parkway","Plano","TX","6/1/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",189225,"575 Washington Blvd","Jersey City","NJ","3/26/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",155000,"8181 Communications Pkwy","Plano","TX","4/15/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",174700,"8181 Communications Pkwy","Plano","TX","4/23/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Lead Software Engineer",163600,"8181 Communications Parkway","Plano","TX","4/6/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Manager of Software Engineerin",150000,"8181 Communications Pkwy","Plano","TX","4/23/24","Certified","Software Developers","H-1B"
"Vice President, Sr. Manager of Software Engineering",175000,"8181 Communications Pkwy","Plano","TX","6/14/24","Certified","Software Developers","H-1B"
"VICE PRESIDENT, STRATEGIC ANALYTICS",135000,"201 N WALNUT STREET","WILMINGTON","DE","5/17/21","Certified - Withdrawn","Operations Research Analysts","H-1B"
"Vice President, Tech Senior Auditor",180000,"480 Washington Blvd","Jersey City","NJ","12/3/23","Certified","Management Analysts","H-1B"
"Vice President, Trader",260000,"383 Madison Ave","New York","NY","4/19/24","Certified","Securities, Commodities, and Financial Services Sa","H-1B"
"Vice President, Treasury",130000,"277 Park Ave","New York","NY","4/25/24","Certified","Financial and Investment Analysts","H-1B"
"Vice President, User Experience Researcher",180000,"383 Madison Ave","New York","NY","11/27/23","Certified","Human Factors Engineers and Ergonomists","H-1B"
"Vice President, Valuation Controller",170000,"277 Park Ave","New York","NY","9/27/23","Certified","Business Intelligence Analysts","H-1B"
"VP, Sr. Manager of Software Engineering",185000,"545 Washington Blvd.","Jersey City","NJ","5/23/24","Certified","Software Developers","H-1B"
